"","Barcode","Head","Tail","Soap","FusionScan","Prada"
"6320","TCGA-AB-2842-03A_4","HFM1","ENSG00000241115",NA,NA,NA
"6321","TCGA-AB-2842-03A_4","HFM1","ENSG00000241781",NA,NA,NA
"6322","TCGA-AB-2842-03A_4","HFM1","PCBD2",NA,NA,NA
"6323","TCGA-AB-2842-03A_4","HFM1","PKP4",NA,NA,NA
"6324","TCGA-AB-2842-03A_4","HFM1","PPEF2",NA,NA,NA
"6325","TCGA-AB-2842-03A_4","HLA-C","HLA-B",NA,NA,NA
"6326","TCGA-AB-2842-03A_4","HLA-F","HLA-B",NA,NA,NA
"6327","TCGA-AB-2842-03A_4","HLA-F","HLA-C",NA,NA,NA
"6328","TCGA-AB-2842-03A_4","HSP90B1","LRRC28",NA,NA,NA
"6329","TCGA-AB-2842-03A_4","HVCN1","TCTN1",NA,NA,NA
"6330","TCGA-AB-2842-03A_4","IGFBP7-AS1","IGFBP7",NA,NA,NA
"6331","TCGA-AB-2842-03A_4","KANSL1","ENSG00000246634",NA,NA,NA
"6332","TCGA-AB-2842-03A_4","KHNYN","SDR39U1",NA,NA,NA
"6333","TCGA-AB-2842-03A_4","LMTK2","TBC1D5",NA,NA,NA
"6334","TCGA-AB-2842-03A_4","LTB4R2","LTB4R",NA,NA,NA
"6335","TCGA-AB-2842-03A_4","MALAT1","ENSG00000225630",NA,NA,NA
"6336","TCGA-AB-2842-03A_4","MALAT1","ENSG00000229344",NA,NA,NA
"6337","TCGA-AB-2842-03A_4","MALAT1","ENSG00000248527",NA,NA,NA
"6338","TCGA-AB-2842-03A_4","NOTCH2","ENSG00000241781",NA,NA,NA
"6339","TCGA-AB-2842-03A_4","NOTCH2NL","ENSG00000241781",NA,NA,NA
"6340","TCGA-AB-2842-03A_4","NOTCH2NL","ENSG00000251948",NA,NA,NA
"6341","TCGA-AB-2842-03A_4","OST4","AGBL5",NA,NA,NA
"6342","TCGA-AB-2842-03A_4","PCBD2","ENSG00000226958",NA,NA,NA
"6343","TCGA-AB-2842-03A_4","PCBD2","ENSG00000230021",NA,NA,NA
"6344","TCGA-AB-2842-03A_4","PCBD2","ENSG00000241800",NA,NA,NA
"6345","TCGA-AB-2842-03A_4","PCBD2","KIAA0825",NA,NA,NA
"6346","TCGA-AB-2842-03A_4","PCBD2","VPS13B",NA,NA,NA
"6347","TCGA-AB-2842-03A_4","PCBP2","FLJ39080",NA,NA,NA
"6348","TCGA-AB-2842-03A_4","PDE3A","ENSG00000225840",NA,NA,NA
"6349","TCGA-AB-2842-03A_4","PDE3A","ENSG00000237973",NA,NA,NA
"6350","TCGA-AB-2842-03A_4","PID1","ENSG00000226958",NA,NA,NA
"6351","TCGA-AB-2842-03A_4","PID1","ENSG00000239935",NA,NA,NA
"6352","TCGA-AB-2842-03A_4","PID1","ENSG00000251948",NA,NA,NA
"6353","TCGA-AB-2842-03A_4","PPEF2","HFM1",NA,NA,NA
"6354","TCGA-AB-2842-03A_4","PPEF2","SEC14L1",NA,NA,NA
"6355","TCGA-AB-2842-03A_4","PREB","ABHD1",NA,NA,NA
"6356","TCGA-AB-2842-03A_4","RPL11","ENSG00000244192",NA,NA,NA
"6357","TCGA-AB-2842-03A_4","RPS23","ENSG00000230629",NA,NA,NA
"6358","TCGA-AB-2842-03A_4","RPS24","GPR85",NA,NA,NA
"6359","TCGA-AB-2842-03A_4","SEC14L1","HFM1",NA,NA,NA
"6360","TCGA-AB-2842-03A_4","SEC61A2","MAPK14",NA,NA,NA
"6361","TCGA-AB-2842-03A_4","SLC25A3","TMEM116",NA,NA,NA
"6362","TCGA-AB-2842-03A_4","SLC5A2","C16orf58",NA,NA,NA
"6363","TCGA-AB-2842-03A_4","SNX17","ZNF513",NA,NA,NA
"6364","TCGA-AB-2842-03A_4","SPAG5-AS1","KIAA0100",NA,NA,NA
"6365","TCGA-AB-2842-03A_4","SRPK2","NKAIN3",NA,NA,NA
"6366","TCGA-AB-2842-03A_4","UTRN","INTS4",NA,NA,NA
"6367","TCGA-AB-2842-03A_4","VIM","DES",NA,NA,NA
"6368","TCGA-AB-2842-03A_4","ZNRD1-AS1","HLA-C",NA,NA,NA
"6369","TCGA-AB-2842-03A_4","COMMD3","BMI1",NA,NA,NA
"6370","TCGA-AB-2842-03A_4","CTBS","GNG5",NA,NA,NA
"6371","TCGA-AB-2842-03A_4","FAM175A","HELQ",NA,NA,NA
"6372","TCGA-AB-2842-03A_4","FUT4","PIWIL4",NA,NA,NA
"6373","TCGA-AB-2842-03A_4","HAUS4","PRMT5",NA,NA,NA
"6374","TCGA-AB-2842-03A_4","HOXA4","HOXA3",NA,NA,NA
"6375","TCGA-AB-2842-03A_4","MLL","MLLT10",NA,NA,NA
"6376","TCGA-AB-2842-03A_4","RRM2","C2orf48",NA,NA,NA
"6377","TCGA-AB-2842-03A_4","SIRPB2","NSFL1C",NA,NA,NA
"6378","TCGA-AB-2842-03A_4","TNFAIP8L2","SCNM1",NA,NA,NA
"6379","TCGA-AB-2842-03A_4","TRIM58","OR2W3",NA,NA,NA
"6380","TCGA-AB-2843-03A_1","ANKRD30BL","ENSG00000248527",NA,NA,NA
"6381","TCGA-AB-2843-03A_1","ANKRD30BL","ITGB2",NA,NA,NA
"6382","TCGA-AB-2843-03A_1","ANKRD30BL","PABPC1",NA,NA,NA
"6383","TCGA-AB-2843-03A_1","ANKRD30BL","PCBD2",NA,NA,NA
"6384","TCGA-AB-2843-03A_1","BMS1P20","ENSG00000211676",NA,NA,NA
"6385","TCGA-AB-2843-03A_1","BMS1P20","ENSG00000211678",NA,NA,NA
"6386","TCGA-AB-2843-03A_1","BMS1P20","IGLL5",NA,NA,NA
"6387","TCGA-AB-2843-03A_1","CCDC148","HNRNPDL",NA,NA,NA
"6388","TCGA-AB-2843-03A_1","DLG2","UNC45B",NA,NA,NA
"6389","TCGA-AB-2843-03A_1","EIF3G","P2RY11",NA,NA,NA
"6390","TCGA-AB-2843-03A_1","ENO1","EDARADD",NA,NA,NA
"6391","TCGA-AB-2843-03A_1","GNAQ","ENSG00000214077",NA,NA,NA
"6392","TCGA-AB-2843-03A_1","HFM1","ENSG00000239776",NA,NA,NA
"6393","TCGA-AB-2843-03A_1","HFM1","PCBD2",NA,NA,NA
"6394","TCGA-AB-2843-03A_1","HLA-C","HLA-B",NA,NA,NA
"6395","TCGA-AB-2843-03A_1","HLA-DPA1","HLA-DPB1",NA,NA,NA
"6396","TCGA-AB-2843-03A_1","HLA-G","HLA-B",NA,NA,NA
"6397","TCGA-AB-2843-03A_1","KANSL1","ENSG00000246634",NA,NA,NA
"6398","TCGA-AB-2843-03A_1","MALAT1","ENSG00000198744",NA,NA,NA
"6399","TCGA-AB-2843-03A_1","NOTCH2","ENSG00000241781",NA,NA,NA
"6400","TCGA-AB-2843-03A_1","NOTCH2NL","ENSG00000251948",NA,NA,NA
"6401","TCGA-AB-2843-03A_1","PID1","ENSG00000239935",NA,NA,NA
"6402","TCGA-AB-2843-03A_1","PID1","ENSG00000241781",NA,NA,NA
"6403","TCGA-AB-2843-03A_1","PID1","ENSG00000251948",NA,NA,NA
"6404","TCGA-AB-2843-03A_1","PID1","HFM1",NA,NA,NA
"6405","TCGA-AB-2843-03A_1","PID1","SLCO5A1",NA,NA,NA
"6406","TCGA-AB-2843-03A_1","PPEF2","HFM1",NA,NA,NA
"6407","TCGA-AB-2843-03A_1","RPL8","ENSG00000225267",NA,NA,NA
"6408","TCGA-AB-2843-03A_1","SEC14L1","ALKBH3",NA,NA,NA
"6409","TCGA-AB-2843-03A_1","SEC14L1","HFM1",NA,NA,NA
"6410","TCGA-AB-2843-03A_1","SEC61A2","MAPK14",NA,NA,NA
"6411","TCGA-AB-2843-03A_1","SLC5A2","C16orf58",NA,NA,NA
"6412","TCGA-AB-2843-03A_1","TBL1Y","TBL1X",NA,NA,NA
"6413","TCGA-AB-2843-03A_1","ZMIZ2","ZMIZ1",NA,NA,NA
"6414","TCGA-AB-2843-03A_1","ZNF746","ZNF767P",NA,NA,NA
"6415","TCGA-AB-2843-03A_1","CTBS","GNG5",NA,NA,NA
"6416","TCGA-AB-2843-03A_1","EAF2","SLC15A2",NA,NA,NA
"6417","TCGA-AB-2843-03A_1","GLYCTK","DNAH1",NA,NA,NA
"6418","TCGA-AB-2843-03A_1","HACL1","COLQ",NA,NA,NA
"6419","TCGA-AB-2843-03A_1","IGHG4","IGHV3-30",NA,NA,NA
"6420","TCGA-AB-2843-03A_1","IGHG4","IGHV3-74",NA,NA,NA
"6421","TCGA-AB-2843-03A_1","KIAA1267","ARL17A",NA,NA,NA
"6422","TCGA-AB-2843-03A_1","KIAA1267","ARL17B",NA,NA,NA
"6423","TCGA-AB-2843-03A_1","NDUFB8","SEC31B",NA,NA,NA
"6424","TCGA-AB-2843-03A_1","POLA2","CDC42EP2",NA,NA,NA
"6425","TCGA-AB-2843-03A_1","PRKAA1","TTC33",NA,NA,NA
"6426","TCGA-AB-2843-03A_1","RRM2","C2orf48",NA,NA,NA
"6427","TCGA-AB-2843-03A_1","SLC35A3","HIAT1",NA,NA,NA
"6428","TCGA-AB-2843-03A_1","TMSB4Y","KALP",NA,NA,NA
"6429","TCGA-AB-2843-03A_1","TRIM58","OR2W3",NA,NA,NA
"6430","TCGA-AB-2843-03A_4","ANKRD30BL","ENSG00000248527",NA,NA,NA
"6431","TCGA-AB-2843-03A_4","ANKRD30BL","PCBD2",NA,NA,NA
"6432","TCGA-AB-2843-03A_4","ARL8B","TEX101",NA,NA,NA
"6433","TCGA-AB-2843-03A_4","BMS1P20","ENSG00000211676",NA,NA,NA
"6434","TCGA-AB-2843-03A_4","BMS1P20","ENSG00000211678",NA,NA,NA
"6435","TCGA-AB-2843-03A_4","BMS1P20","IGLL5",NA,NA,NA
"6436","TCGA-AB-2843-03A_4","CD74","ENSG00000239935",NA,NA,NA
"6437","TCGA-AB-2843-03A_4","DDX3Y","DDX3X",NA,NA,NA
"6438","TCGA-AB-2843-03A_4","DLG2","UNC45B",NA,NA,NA
"6439","TCGA-AB-2843-03A_4","EIF3I","EIF3IP1",NA,NA,NA
"6440","TCGA-AB-2843-03A_4","GNAQ","ENSG00000214077",NA,NA,NA
"6441","TCGA-AB-2843-03A_4","HFM1","ENSG00000239776",NA,NA,NA
"6442","TCGA-AB-2843-03A_4","HFM1","ENSG00000251948",NA,NA,NA
"6443","TCGA-AB-2843-03A_4","HFM1","PPEF2",NA,NA,NA
"6444","TCGA-AB-2843-03A_4","HLA-C","HLA-B",NA,NA,NA
"6445","TCGA-AB-2843-03A_4","HLA-DPA1","HLA-DPB1",NA,NA,NA
"6446","TCGA-AB-2843-03A_4","JAK2","TCF3",NA,NA,NA
"6447","TCGA-AB-2843-03A_4","LMTK2","TBC1D5",NA,NA,NA
"6448","TCGA-AB-2843-03A_4","MALAT1","ENSG00000237973",NA,NA,NA
"6449","TCGA-AB-2843-03A_4","NOTCH2","ENSG00000241781",NA,NA,NA
"6450","TCGA-AB-2843-03A_4","PABPC1","PABPC3",NA,NA,NA
"6451","TCGA-AB-2843-03A_4","PID1","CD74",NA,NA,NA
"6452","TCGA-AB-2843-03A_4","PID1","ENSG00000239935",NA,NA,NA
"6453","TCGA-AB-2843-03A_4","PID1","ENSG00000241781",NA,NA,NA
"6454","TCGA-AB-2843-03A_4","SEC14L1","HFM1",NA,NA,NA
"6455","TCGA-AB-2843-03A_4","SEC61A2","MAPK14",NA,NA,NA
"6456","TCGA-AB-2843-03A_4","SRPK2","NKAIN3",NA,NA,NA
"6457","TCGA-AB-2843-03A_4","TBL1Y","TBL1X",NA,NA,NA
"6458","TCGA-AB-2843-03A_4","TMC6","TMC8",NA,NA,NA
"6459","TCGA-AB-2843-03A_4","FAM117A","SLC35B1",NA,NA,NA
"6460","TCGA-AB-2843-03A_4","GIMAP2","GIMAP1",NA,NA,NA
"6461","TCGA-AB-2843-03A_4","HACL1","COLQ",NA,NA,NA
"6462","TCGA-AB-2843-03A_4","HBG1","RPL8",NA,NA,NA
"6463","TCGA-AB-2843-03A_4","HBG2","RPL8",NA,NA,NA
"6464","TCGA-AB-2843-03A_4","JAK3","INSL3",NA,NA,NA
"6465","TCGA-AB-2843-03A_4","KLF16","REXO1",NA,NA,NA
"6466","TCGA-AB-2843-03A_4","LSP1","TNNT3",NA,NA,NA
"6467","TCGA-AB-2843-03A_4","NDUFB8","SEC31B",NA,NA,NA
"6468","TCGA-AB-2843-03A_4","POLA2","CDC42EP2",NA,NA,NA
"6469","TCGA-AB-2843-03A_4","SIRPB1","SIRPD",NA,NA,NA
"6470","TCGA-AB-2843-03A_4","SLC35A3","HIAT1",NA,NA,NA
"6471","TCGA-AB-2843-03A_4","TNFAIP8L2","SCNM1",NA,NA,NA
"6472","TCGA-AB-2843-03A_4","TRIM58","OR2W3",NA,NA,NA
"6473","TCGA-AB-2843-03A_4","ZNF782","ZNF510",NA,NA,NA
"6474","TCGA-AB-2844-03A_1","ANKRD30BL","MPO",NA,NA,NA
"6475","TCGA-AB-2844-03A_1","ANKRD30BL","PCBD2",NA,NA,NA
"6476","TCGA-AB-2844-03A_1","ARL8B","TEX101",NA,NA,NA
"6477","TCGA-AB-2844-03A_1","ATIC","ENSG00000248611",NA,NA,NA
"6478","TCGA-AB-2844-03A_1","BMS1P20","ENSG00000211678",NA,NA,NA
"6479","TCGA-AB-2844-03A_1","DDIT3","MARS",NA,NA,NA
"6480","TCGA-AB-2844-03A_1","DDX3Y","DDX3X",NA,NA,NA
"6481","TCGA-AB-2844-03A_1","DLG2","UNC45B",NA,NA,NA
"6482","TCGA-AB-2844-03A_1","EIF3I","EIF3IP1",NA,NA,NA
"6483","TCGA-AB-2844-03A_1","ENO1","EDARADD",NA,NA,NA
"6484","TCGA-AB-2844-03A_1","GNAQ","ENSG00000214077",NA,NA,NA
"6485","TCGA-AB-2844-03A_1","HFM1","CD74",NA,NA,NA
"6486","TCGA-AB-2844-03A_1","HFM1","ENSG00000239776",NA,NA,NA
"6487","TCGA-AB-2844-03A_1","HFM1","ENSG00000241781",NA,NA,NA
"6488","TCGA-AB-2844-03A_1","HFM1","ENSG00000251948",NA,NA,NA
"6489","TCGA-AB-2844-03A_1","HFM1","PPEF2",NA,NA,NA
"6490","TCGA-AB-2844-03A_1","HLA-DPA1","HLA-DPB1",NA,NA,NA
"6491","TCGA-AB-2844-03A_1","HSP90B1","LRRC28",NA,NA,NA
"6492","TCGA-AB-2844-03A_1","IGFBP7-AS1","IGFBP7",NA,NA,NA
"6493","TCGA-AB-2844-03A_1","JAK2","TCF3",NA,NA,NA
"6494","TCGA-AB-2844-03A_1","KANSL1","ENSG00000246634",NA,NA,NA
"6495","TCGA-AB-2844-03A_1","LMTK2","TBC1D5",NA,NA,NA
"6496","TCGA-AB-2844-03A_1","NUMA1","IL18BP",NA,NA,NA
"6497","TCGA-AB-2844-03A_1","PDE3A","ENSG00000225630",NA,NA,NA
"6498","TCGA-AB-2844-03A_1","PID1","ENSG00000239776",NA,NA,NA
"6499","TCGA-AB-2844-03A_1","PID1","ENSG00000239935",NA,NA,NA
"6500","TCGA-AB-2844-03A_1","PID1","ENSG00000241781",NA,NA,NA
"6501","TCGA-AB-2844-03A_1","PID1","ENSG00000251948",NA,NA,NA
"6502","TCGA-AB-2844-03A_1","PPEF2","HFM1",NA,NA,NA
"6503","TCGA-AB-2844-03A_1","PSMB8","TAP1",NA,NA,NA
"6504","TCGA-AB-2844-03A_1","RPS19","ENSG00000214612",NA,NA,NA
"6505","TCGA-AB-2844-03A_1","RPS23","ENSG00000230629",NA,NA,NA
"6506","TCGA-AB-2844-03A_1","SEC14L1","HFM1",NA,NA,NA
"6507","TCGA-AB-2844-03A_1","SQSTM1","MGAT4B",NA,NA,NA
"6508","TCGA-AB-2844-03A_1","UTRN","ENSG00000226958",NA,NA,NA
"6509","TCGA-AB-2844-03A_1","ZMIZ2","ZMIZ1",NA,NA,NA
"6510","TCGA-AB-2844-03A_1","ADSL","SGSM3",NA,NA,NA
"6511","TCGA-AB-2844-03A_1","CTBS","GNG5",NA,NA,NA
"6512","TCGA-AB-2844-03A_1","FAM117A","SLC35B1",NA,NA,NA
"6513","TCGA-AB-2844-03A_1","FUT4","PIWIL4",NA,NA,NA
"6514","TCGA-AB-2844-03A_1","GLYCTK","DNAH1",NA,NA,NA
"6515","TCGA-AB-2844-03A_1","HARS2","ZMAT2",NA,NA,NA
"6516","TCGA-AB-2844-03A_1","HNRNPUL2","BSCL2",NA,NA,NA
"6517","TCGA-AB-2844-03A_1","HOXA4","HOXA3",NA,NA,NA
"6518","TCGA-AB-2844-03A_1","KIAA1267","ARL17A",NA,NA,NA
"6519","TCGA-AB-2844-03A_1","KIAA1267","ARL17B",NA,NA,NA
"6520","TCGA-AB-2844-03A_1","LYZ","SAMHD1",NA,NA,NA
"6521","TCGA-AB-2844-03A_1","MLL","ELL",NA,NA,NA
"6522","TCGA-AB-2844-03A_1","NDUFB8","SEC31B",NA,NA,NA
"6523","TCGA-AB-2844-03A_1","NOC4L","FBRSL1",NA,NA,NA
"6524","TCGA-AB-2844-03A_1","PRR13","PCBP2",NA,NA,NA
"6525","TCGA-AB-2844-03A_1","RRM2","C2orf48",NA,NA,NA
"6526","TCGA-AB-2844-03A_1","SDHAF2","C11orf66",NA,NA,NA
"6527","TCGA-AB-2844-03A_1","STX16","NPEPL1",NA,NA,NA
"6528","TCGA-AB-2844-03A_1","TASP1","PDCD6IP",NA,NA,NA
"6529","TCGA-AB-2844-03A_1","TNFAIP8L2","SCNM1",NA,NA,NA
"6530","TCGA-AB-2844-03A_1","TRGJP1","TRGC1",NA,NA,NA
"6531","TCGA-AB-2844-03A_1","TTTY15","USP9Y",NA,NA,NA
"6532","TCGA-AB-2844-03A_1","VAMP8","VAMP5",NA,NA,NA
"6533","TCGA-AB-2844-03A_8","ANKRD30BL","ENSG00000225630",NA,NA,NA
"6534","TCGA-AB-2844-03A_8","ANKRD30BL","PCBD2",NA,NA,NA
"6535","TCGA-AB-2844-03A_8","ANKRD30BL","PDE3A",NA,NA,NA
"6536","TCGA-AB-2844-03A_8","ARL8B","TEX101",NA,NA,NA
"6537","TCGA-AB-2844-03A_8","CAP1","ENSG00000185008",NA,NA,NA
"6538","TCGA-AB-2844-03A_8","DDX3Y","DDX3X",NA,NA,NA
"6539","TCGA-AB-2844-03A_8","EIF3G","P2RY11",NA,NA,NA
"6540","TCGA-AB-2844-03A_8","EIF3I","EIF3IP1",NA,NA,NA
"6541","TCGA-AB-2844-03A_8","ENO1","EDARADD",NA,NA,NA
"6542","TCGA-AB-2844-03A_8","FMO5","CCT8",NA,NA,NA
"6543","TCGA-AB-2844-03A_8","GNAQ","ENSG00000214077",NA,NA,NA
"6544","TCGA-AB-2844-03A_8","GRID2","GNB2L1",NA,NA,NA
"6545","TCGA-AB-2844-03A_8","HFM1","ENSG00000239776",NA,NA,NA
"6546","TCGA-AB-2844-03A_8","HFM1","ENSG00000241115",NA,NA,NA
"6547","TCGA-AB-2844-03A_8","HFM1","MPO",NA,NA,NA
"6548","TCGA-AB-2844-03A_8","HFM1","PPEF2",NA,NA,NA
"6549","TCGA-AB-2844-03A_8","IFI16","MNDA",NA,NA,NA
"6550","TCGA-AB-2844-03A_8","KANSL1","ENSG00000246634",NA,NA,NA
"6551","TCGA-AB-2844-03A_8","MALAT1","ENSG00000198744",NA,NA,NA
"6552","TCGA-AB-2844-03A_8","MALAT1","ENSG00000237973",NA,NA,NA
"6553","TCGA-AB-2844-03A_8","MAT2A","EEA1",NA,NA,NA
"6554","TCGA-AB-2844-03A_8","NOTCH2","ENSG00000241781",NA,NA,NA
"6555","TCGA-AB-2844-03A_8","NUMA1","IL18BP",NA,NA,NA
"6556","TCGA-AB-2844-03A_8","PCBD2","ENSG00000232177",NA,NA,NA
"6557","TCGA-AB-2844-03A_8","PCBP2","FLJ39080",NA,NA,NA
"6558","TCGA-AB-2844-03A_8","PDE3A","ENSG00000225630",NA,NA,NA
"6559","TCGA-AB-2844-03A_8","PID1","ENSG00000241781",NA,NA,NA
"6560","TCGA-AB-2844-03A_8","PID1","HFM1",NA,NA,NA
"6561","TCGA-AB-2844-03A_8","SEC14L1","HFM1",NA,NA,NA
"6562","TCGA-AB-2844-03A_8","SLC5A2","C16orf58",NA,NA,NA
"6563","TCGA-AB-2844-03A_8","SQSTM1","MGAT4B",NA,NA,NA
"6564","TCGA-AB-2844-03A_8","ZNF746","ZNF767P",NA,NA,NA
"6565","TCGA-AB-2844-03A_8","ADSL","SGSM3",NA,NA,NA
"6566","TCGA-AB-2844-03A_8","CTBS","GNG5",NA,NA,NA
"6567","TCGA-AB-2844-03A_8","EAF2","SLC15A2",NA,NA,NA
"6568","TCGA-AB-2844-03A_8","FUT4","PIWIL4",NA,NA,NA
"6569","TCGA-AB-2844-03A_8","HACL1","COLQ",NA,NA,NA
"6570","TCGA-AB-2844-03A_8","HAUS4","PRMT5",NA,NA,NA
"6571","TCGA-AB-2844-03A_8","HOXA4","HOXA3",NA,NA,NA
"6572","TCGA-AB-2844-03A_8","KIAA1267","ARL17A",NA,NA,NA
"6573","TCGA-AB-2844-03A_8","KIAA1267","ARL17B",NA,NA,NA
"6574","TCGA-AB-2844-03A_8","MARCH2","HNRNPM",NA,NA,NA
"6575","TCGA-AB-2844-03A_8","MLL","ELL",NA,NA,NA
"6576","TCGA-AB-2844-03A_8","NDUFB8","SEC31B",NA,NA,NA
"6577","TCGA-AB-2844-03A_8","RRM2","C2orf48",NA,NA,NA
"6578","TCGA-AB-2844-03A_8","RRN3P3","CDR2",NA,NA,NA
"6579","TCGA-AB-2844-03A_8","SDHAF2","C11orf66",NA,NA,NA
"6580","TCGA-AB-2844-03A_8","SIRPB2","NSFL1C",NA,NA,NA
"6581","TCGA-AB-2844-03A_8","SLC2A5","TRBV6-5",NA,NA,NA
"6582","TCGA-AB-2844-03A_8","TNFAIP8L2","SCNM1",NA,NA,NA
"6583","TCGA-AB-2844-03A_8","VAMP8","VAMP5",NA,NA,NA
"6584","TCGA-AB-2845-03B_3","ANKRD30BL","PABPC1",NA,NA,NA
"6585","TCGA-AB-2845-03B_3","ANKRD30BL","PCBD2",NA,NA,NA
"6586","TCGA-AB-2845-03B_3","BMS1P20","ENSG00000211678",NA,NA,NA
"6587","TCGA-AB-2845-03B_3","CAGE1","RPS3",NA,NA,NA
"6588","TCGA-AB-2845-03B_3","DCTN2","MBD6",NA,NA,NA
"6589","TCGA-AB-2845-03B_3","DDX3Y","DDX3X",NA,NA,NA
"6590","TCGA-AB-2845-03B_3","DKFZP586I1420","PSMC5",NA,NA,NA
"6591","TCGA-AB-2845-03B_3","DLG2","UNC45B",NA,NA,NA
"6592","TCGA-AB-2845-03B_3","EIF3E","KHDC1",NA,NA,NA
"6593","TCGA-AB-2845-03B_3","ENO1","EDARADD",NA,NA,NA
"6594","TCGA-AB-2845-03B_3","GNAQ","ENSG00000214077",NA,NA,NA
"6595","TCGA-AB-2845-03B_3","GRID2","FER",NA,NA,NA
"6596","TCGA-AB-2845-03B_3","GRID2","GNB2L1",NA,NA,NA
"6597","TCGA-AB-2845-03B_3","HFM1","CD74",NA,NA,NA
"6598","TCGA-AB-2845-03B_3","HFM1","ENSG00000226958",NA,NA,NA
"6599","TCGA-AB-2845-03B_3","HFM1","ENSG00000239776",NA,NA,NA
"6600","TCGA-AB-2845-03B_3","HFM1","ENSG00000239935",NA,NA,NA
"6601","TCGA-AB-2845-03B_3","HFM1","ENSG00000241115",NA,NA,NA
"6602","TCGA-AB-2845-03B_3","HFM1","MPO",NA,NA,NA
"6603","TCGA-AB-2845-03B_3","HFM1","SEC14L1",NA,NA,NA
"6604","TCGA-AB-2845-03B_3","HLA-DPA1","HLA-DPB1",NA,NA,NA
"6605","TCGA-AB-2845-03B_3","HLA-DPB1","HLA-DPB2",NA,NA,NA
"6606","TCGA-AB-2845-03B_3","JAK2","TCF3",NA,NA,NA
"6607","TCGA-AB-2845-03B_3","LBHD1","UQCC3",NA,NA,NA
"6608","TCGA-AB-2845-03B_3","LOC644936","ACTB",NA,NA,NA
"6609","TCGA-AB-2845-03B_3","LTB4R2","LTB4R",NA,NA,NA
"6610","TCGA-AB-2845-03B_3","PID1","ENSG00000225630",NA,NA,NA
"6611","TCGA-AB-2845-03B_3","PID1","ENSG00000226958",NA,NA,NA
"6612","TCGA-AB-2845-03B_3","PID1","ENSG00000237973",NA,NA,NA
"6613","TCGA-AB-2845-03B_3","PLEKHA5","SRSF11",NA,NA,NA
"6614","TCGA-AB-2845-03B_3","PPEF2","HFM1",NA,NA,NA
"6615","TCGA-AB-2845-03B_3","PTOV1","PNKP",NA,NA,NA
"6616","TCGA-AB-2845-03B_3","RPS21","TAPT1-AS1",NA,NA,NA
"6617","TCGA-AB-2845-03B_3","RPS23","ENSG00000230629",NA,NA,NA
"6618","TCGA-AB-2845-03B_3","SLC5A2","C16orf58",NA,NA,NA
"6619","TCGA-AB-2845-03B_3","SNHG5","ZNF652",NA,NA,NA
"6620","TCGA-AB-2845-03B_3","SUDS3","ENSG00000250101",NA,NA,NA
"6621","TCGA-AB-2845-03B_3","UBE3C","UBXN2B",NA,NA,NA
"6622","TCGA-AB-2845-03B_3","WDR6","DALRD3",NA,NA,NA
"6623","TCGA-AB-2845-03B_3","ZNF746","ZNF767P",NA,NA,NA
"6624","TCGA-AB-2845-03B_3","ACCS","EXT2",NA,NA,NA
"6625","TCGA-AB-2845-03B_3","ADCK4","NUMBL",NA,NA,NA
"6626","TCGA-AB-2845-03B_3","ADSL","SGSM3",NA,NA,NA
"6627","TCGA-AB-2845-03B_3","BANP","RUNDC2B",NA,NA,NA
"6628","TCGA-AB-2845-03B_3","BLOC1S1","RDH5",NA,NA,NA
"6629","TCGA-AB-2845-03B_3","BPTF","LRRC37A",NA,NA,NA
"6630","TCGA-AB-2845-03B_3","BPTF","LRRC37A2",NA,NA,NA
"6631","TCGA-AB-2845-03B_3","C16orf53","MVP",NA,NA,NA
"6632","TCGA-AB-2845-03B_3","EAF2","SLC15A2",NA,NA,NA
"6633","TCGA-AB-2845-03B_3","EEF1DP3","FRY",NA,NA,NA
"6634","TCGA-AB-2845-03B_3","FAM117A","SLC35B1",NA,NA,NA
"6635","TCGA-AB-2845-03B_3","FAM129C","GLT25D1",NA,NA,NA
"6636","TCGA-AB-2845-03B_3","FUT4","PIWIL4",NA,NA,NA
"6637","TCGA-AB-2845-03B_3","GLYCTK","DNAH1",NA,NA,NA
"6638","TCGA-AB-2845-03B_3","IGHG1","IGHV4-39",NA,NA,NA
"6639","TCGA-AB-2845-03B_3","IGHG1","IGHV4-61",NA,NA,NA
"6640","TCGA-AB-2845-03B_3","JAK3","INSL3",NA,NA,NA
"6641","TCGA-AB-2845-03B_3","KLF16","REXO1",NA,NA,NA
"6642","TCGA-AB-2845-03B_3","LSP1","TNNT3",NA,NA,NA
"6643","TCGA-AB-2845-03B_3","MED8","ELOVL1",NA,NA,NA
"6644","TCGA-AB-2845-03B_3","NDUFB8","SEC31B",NA,NA,NA
"6645","TCGA-AB-2845-03B_3","PPRC1","NOLC1",NA,NA,NA
"6646","TCGA-AB-2845-03B_3","PRH1","PRR4",NA,NA,NA
"6647","TCGA-AB-2845-03B_3","PTMA","CD74",NA,NA,NA
"6648","TCGA-AB-2845-03B_3","RRM2","C2orf48",NA,NA,NA
"6649","TCGA-AB-2845-03B_3","SFT2D2","TBX19",NA,NA,NA
"6650","TCGA-AB-2845-03B_3","TAS2R14","PRH1",NA,NA,NA
"6651","TCGA-AB-2845-03B_3","TAS2R14","PRR4",NA,NA,NA
"6652","TCGA-AB-2845-03B_3","TGIF2","C20orf24",NA,NA,NA
